Station Name,RoadSurfaceTemperature,AirTemperature
AlbroPlaceAirportWay,81.3,70.11
AlbroPlaceAirportWay,81.3,70.2
AlbroPlaceAirportWay,81.3,70.27
HarborAveUpperNorthBridge,74.2,68.31
HarborAveUpperNorthBridge,74.28,68.4
HarborAveUpperNorthBridge,74.37,68.4
HarborAveUpperNorthBridge,74.46,68.45
HarborAveUpperNorthBridge,74.56,68.35
HarborAveUpperNorthBridge,74.67,68.26
HarborAveUpperNorthBridge,74.77,68.29
HarborAveUpperNorthBridge,74.88,68.42
HarborAveUpperNorthBridge,74.99,68.54
HarborAveUpperNorthBridge,75.09,68.6
HarborAveUpperNorthBridge,75.19,68.62
HarborAveUpperNorthBridge,75.3,68.67
HarborAveUpperNorthBridge,75.39,68.64
HarborAveUpperNorthBridge,75.47,68.7
HarborAveUpperNorthBridge,75.54,68.95
RooseveltWay_NE80thSt,75.29,75.29
RooseveltWay_NE80thSt,75.35,75.35
RooseveltWay_NE80thSt,75.39,75.39
RooseveltWay_NE80thSt,75.43,75.43
RooseveltWay_NE80thSt,75.48,75.48
RooseveltWay_NE80thSt,75.52,75.52
RooseveltWay_NE80thSt,75.58,75.58
RooseveltWay_NE80thSt,75.62,75.62
RooseveltWay_NE80thSt,75.68,75.68
RooseveltWay_NE80thSt,75.73,75.73
RooseveltWay_NE80thSt,75.8,75.8
RooseveltWay_NE80thSt,75.87,75.87
RooseveltWay_NE80thSt,75.94,75.94
RooseveltWay_NE80thSt,76.03,76.03
RooseveltWay_NE80thSt,76.12,76.12
SpokaneSwingBridge,74.2,68.31
SpokaneSwingBridge,74.28,68.4
SpokaneSwingBridge,74.37,68.4
SpokaneSwingBridge,74.46,68.45
SpokaneSwingBridge,74.56,68.35
SpokaneSwingBridge,74.67,68.26
SpokaneSwingBridge,74.77,68.29
AlbroPlaceAirportWay,81.6,68.99
AlbroPlaceAirportWay,81.5,69.09
AlbroPlaceAirportWay,81.5,69.37
AlbroPlaceAirportWay,81.5,69.65
AlbroPlaceAirportWay,81.5,69.86
AlbroPlaceAirportWay,81.5,69.85
AlbroPlaceAirportWay,81.5,69.92
AlbroPlaceAirportWay,81.5,70.06
AlbroPlaceAirportWay,81.5,70.04
AlbroPlaceAirportWay,81.5,69.89
AlbroPlaceAirportWay,81.5,69.83
AlbroPlaceAirportWay,81.5,70.01
AlbroPlaceAirportWay,81.4,70.17
AlbroPlaceAirportWay,81.4,70.05
AlbroPlaceAirportWay,81.4,69.96
SpokaneSwingBridge,73.53,67.41
SpokaneSwingBridge,73.57,67.43
SpokaneSwingBridge,73.62,67.56
SpokaneSwingBridge,73.66,67.69
SpokaneSwingBridge,73.71,67.78
SpokaneSwingBridge,73.78,67.81
SpokaneSwingBridge,73.86,67.94
SpokaneSwingBridge,73.94,68.05
SpokaneSwingBridge,74.02,68.18
SpokaneSwingBridge,74.11,68.17
SpokaneSwingBridge,74.2,68.31
SpokaneSwingBridge,74.28,68.4
MagnoliaBridge,87.8,75.53
MagnoliaBridge,87.8,75.53
MagnoliaBridge,87.7,75.53
MagnoliaBridge,87.6,75.54
MagnoliaBridge,87.6,75.59
MagnoliaBridge,87.5,75.66
MagnoliaBridge,87.5,75.79
MagnoliaBridge,87.4,75.89
MagnoliaBridge,87.4,75.95
MagnoliaBridge,87.3,76.02
HarborAveUpperNorthBridge,91.3,80.2
HarborAveUpperNorthBridge,91.2,80.2
HarborAveUpperNorthBridge,91.1,80.2
HarborAveUpperNorthBridge,91.1,80.1
HarborAveUpperNorthBridge,91,80.1
HarborAveUpperNorthBridge,91,80.1
HarborAveUpperNorthBridge,90.9,80
HarborAveUpperNorthBridge,90.9,79.97
HarborAveUpperNorthBridge,90.8,79.91
HarborAveUpperNorthBridge,90.8,79.88
HarborAveUpperNorthBridge,90.7,79.88
HarborAveUpperNorthBridge,90.7,79.83
HarborAveUpperNorthBridge,90.6,79.76
HarborAveUpperNorthBridge,90.6,79.74
HarborAveUpperNorthBridge,90.5,79.71
AlbroPlaceAirportWay,92.8,82
AlbroPlaceAirportWay,92.8,82
AlbroPlaceAirportWay,92.8,81.9
AlbroPlaceAirportWay,92.8,81.8
AlbroPlaceAirportWay,92.8,81.7
AlbroPlaceAirportWay,92.8,81.7
AlbroPlaceAirportWay,92.8,81.7
AlbroPlaceAirportWay,92.8,81.7
AlbroPlaceAirportWay,92.8,81.7
AlbroPlaceAirportWay,92.8,81.7
AlbroPlaceAirportWay,92.8,81.6
AlbroPlaceAirportWay,92.8,81.6
AlbroPlaceAirportWay,92.8,81.6
AlbroPlaceAirportWay,92.8,81.6
AlbroPlaceAirportWay,92.8,81.6
RooseveltWay_NE80thSt,83.6,83.6
RooseveltWay_NE80thSt,83.5,83.5
RooseveltWay_NE80thSt,83.5,83.5
RooseveltWay_NE80thSt,83.5,83.5
RooseveltWay_NE80thSt,83.5,83.5
RooseveltWay_NE80thSt,83.4,83.4
RooseveltWay_NE80thSt,83.4,83.4
RooseveltWay_NE80thSt,83.4,83.4
RooseveltWay_NE80thSt,83.3,83.3
RooseveltWay_NE80thSt,83.3,83.3
RooseveltWay_NE80thSt,83.3,83.3
RooseveltWay_NE80thSt,83.2,83.2
RooseveltWay_NE80thSt,83.2,83.2
RooseveltWay_NE80thSt,83.2,83.2
RooseveltWay_NE80thSt,83.2,83.2
SpokaneSwingBridge,90.8,79.91
SpokaneSwingBridge,90.8,79.88
SpokaneSwingBridge,90.7,79.88
SpokaneSwingBridge,90.7,79.83
SpokaneSwingBridge,90.6,79.76
SpokaneSwingBridge,90.6,79.74
SpokaneSwingBridge,90.5,79.71
SpokaneSwingBridge,90.5,79.67
SpokaneSwingBridge,90.4,79.6
SpokaneSwingBridge,90.4,79.53
SpokaneSwingBridge,90.3,79.48
SpokaneSwingBridge,90.3,79.43
SpokaneSwingBridge,90.2,79.36
SpokaneSwingBridge,90.2,79.29
SpokaneSwingBridge,90.1,79.23
MagnoliaBridge,87.5,75.66
MagnoliaBridge,87.5,75.79
MagnoliaBridge,87.4,75.89
MagnoliaBridge,87.4,75.95
MagnoliaBridge,87.3,76.02
MagnoliaBridge,87.2,76.05
MagnoliaBridge,87.2,76.06
MagnoliaBridge,87.1,75.93
MagnoliaBridge,87,75.79
MagnoliaBridge,87,75.68
MagnoliaBridge,86.9,75.53
MagnoliaBridge,86.8,75.29
MagnoliaBridge,86.8,75.09
MagnoliaBridge,86.7,74.96
MagnoliaBridge,86.7,74.82
HarborAveUpperNorthBridge,90.7,79.88
SpokaneSwingBridge,74.8,65.56
SpokaneSwingBridge,74.79,65.61
SpokaneSwingBridge,74.76,65.67
SpokaneSwingBridge,74.74,65.75
SpokaneSwingBridge,74.7,65.76
SpokaneSwingBridge,74.69,65.75
SpokaneSwingBridge,99.8,78.87
SpokaneSwingBridge,99.8,78.97
SpokaneSwingBridge,99.9,78.77
SpokaneSwingBridge,99.9,78.67
SpokaneSwingBridge,100,78.37
SpokaneSwingBridge,100,78.15
SpokaneSwingBridge,100.1,78.17
SpokaneSwingBridge,100.1,78.33
SpokaneSwingBridge,100.1,78.4
SpokaneSwingBridge,100.2,78.59
SpokaneSwingBridge,100.2,78.81
SpokaneSwingBridge,100.2,79.17
SpokaneSwingBridge,100.3,79.22
SpokaneSwingBridge,100.3,79.24
SpokaneSwingBridge,100.3,79.37
RooseveltWay_NE80thSt,100.2,100.2
RooseveltWay_NE80thSt,100,100
RooseveltWay_NE80thSt,99.7,99.7
MagnoliaBridge,105.1,86.7
MagnoliaBridge,105.1,86.7
MagnoliaBridge,105.1,86.9
MagnoliaBridge,105.1,87.2
MagnoliaBridge,105.1,87.3
MagnoliaBridge,105.1,87.3
MagnoliaBridge,105,87.1
MagnoliaBridge,105,87.1
MagnoliaBridge,105,87
MagnoliaBridge,105,86.9
MagnoliaBridge,104.9,87
MagnoliaBridge,104.9,87.2
MagnoliaBridge,104.9,87.4
MagnoliaBridge,104.9,87.6
MagnoliaBridge,104.9,87.9
SpokaneSwingBridge,105.5,84.8
SpokaneSwingBridge,105.5,84.8
SpokaneSwingBridge,105.5,84.6
SpokaneSwingBridge,105.5,84.4
SpokaneSwingBridge,105.5,84.5
SpokaneSwingBridge,105.5,84.6
SpokaneSwingBridge,105.5,84.6
SpokaneSwingBridge,105.5,84.5
SpokaneSwingBridge,105.5,84.3
SpokaneSwingBridge,105.5,84.1
SpokaneSwingBridge,105.4,83.9
SpokaneSwingBridge,105.4,83.9
SpokaneSwingBridge,105.4,84
SpokaneSwingBridge,105.4,84
SpokaneSwingBridge,105.4,84
HarborAveUpperNorthBridge,90.7,79.83
HarborAveUpperNorthBridge,90.6,79.76
HarborAveUpperNorthBridge,90.6,79.74
HarborAveUpperNorthBridge,90.5,79.71
HarborAveUpperNorthBridge,90.5,79.67
HarborAveUpperNorthBridge,90.4,79.6
HarborAveUpperNorthBridge,90.4,79.53
HarborAveUpperNorthBridge,90.3,79.48
HarborAveUpperNorthBridge,90.3,79.43
HarborAveUpperNorthBridge,90.2,79.36
HarborAveUpperNorthBridge,90.2,79.29
HarborAveUpperNorthBridge,90.1,79.23
HarborAveUpperNorthBridge,90.1,79.18
HarborAveUpperNorthBridge,90,79.1
SpokaneSwingBridge,83.7,72.82
SpokaneSwingBridge,83.6,72.7
SpokaneSwingBridge,83.6,72.51
SpokaneSwingBridge,83.6,72.24
SpokaneSwingBridge,83.5,72.04
SpokaneSwingBridge,83.5,71.89
SpokaneSwingBridge,83.4,71.75
SpokaneSwingBridge,83.4,71.63
SpokaneSwingBridge,83.3,71.54
SpokaneSwingBridge,83.3,71.56
SpokaneSwingBridge,83.3,71.69
SpokaneSwingBridge,83.2,71.87
SpokaneSwingBridge,83.2,71.96
SpokaneSwingBridge,83.2,71.99
SpokaneSwingBridge,83.1,71.99
AlbroPlaceAirportWay,91.1,73.85
AlbroPlaceAirportWay,91,73.74
AlbroPlaceAirportWay,91,73.66
AlbroPlaceAirportWay,91,73.61
AlbroPlaceAirportWay,91,73.61
AlbroPlaceAirportWay,90.9,73.54
AlbroPlaceAirportWay,90.9,73.51
AlbroPlaceAirportWay,90.9,73.51
AlbroPlaceAirportWay,90.9,73.54
AlbroPlaceAirportWay,90.9,73.54
AlbroPlaceAirportWay,90.9,73.58
AlbroPlaceAirportWay,90.9,73.61
AlbroPlaceAirportWay,90.9,73.59
AlbroPlaceAirportWay,90.8,73.57
AlbroPlaceAirportWay,90.8,73.5
RooseveltWay_NE80thSt,79.56,79.56
RooseveltWay_NE80thSt,79.55,79.55
RooseveltWay_NE80thSt,79.53,79.53
RooseveltWay_NE80thSt,79.51,79.51
RooseveltWay_NE80thSt,79.5,79.5
RooseveltWay_NE80thSt,79.49,79.49
RooseveltWay_NE80thSt,79.46,79.46
RooseveltWay_NE80thSt,79.44,79.44
RooseveltWay_NE80thSt,79.43,79.43
RooseveltWay_NE80thSt,79.41,79.41
RooseveltWay_NE80thSt,79.39,79.39
RooseveltWay_NE80thSt,79.38,79.38
RooseveltWay_NE80thSt,79.36,79.36
RooseveltWay_NE80thSt,79.33,79.33
RooseveltWay_NE80thSt,79.32,79.32
MagnoliaBridge,81.3,72.45
MagnoliaBridge,81.2,72.43
MagnoliaBridge,81.2,72.39
MagnoliaBridge,81.2,72.37
MagnoliaBridge,81.1,72.34
MagnoliaBridge,81.1,72.28
MagnoliaBridge,81.1,72.25
MagnoliaBridge,81,72.22
MagnoliaBridge,81,72.16
MagnoliaBridge,81,72.14
MagnoliaBridge,81,72.1
MagnoliaBridge,80.9,72.1
AlbroPlaceAirportWay,92.6,80.1
RooseveltWay_NE80thSt,74.87,74.87
RooseveltWay_NE80thSt,74.87,74.87
RooseveltWay_NE80thSt,74.85,74.85
RooseveltWay_NE80thSt,74.84,74.84
RooseveltWay_NE80thSt,74.82,74.82
RooseveltWay_NE80thSt,74.82,74.82
RooseveltWay_NE80thSt,74.82,74.82
RooseveltWay_NE80thSt,74.82,74.82
RooseveltWay_NE80thSt,74.81,74.81
RooseveltWay_NE80thSt,74.79,74.79
RooseveltWay_NE80thSt,74.77,74.77
RooseveltWay_NE80thSt,74.76,74.76
RooseveltWay_NE80thSt,74.76,74.76
RooseveltWay_NE80thSt,74.75,74.75
RooseveltWay_NE80thSt,74.74,74.74
HarborAveUpperNorthBridge,74.84,65.5
HarborAveUpperNorthBridge,74.8,65.56
HarborAveUpperNorthBridge,74.79,65.61
HarborAveUpperNorthBridge,74.76,65.67
HarborAveUpperNorthBridge,74.74,65.75
SpokaneSwingBridge,96.8,81.9
SpokaneSwingBridge,96.8,81.9
SpokaneSwingBridge,96.7,81.9
SpokaneSwingBridge,96.6,81.9
SpokaneSwingBridge,96.6,81.8
SpokaneSwingBridge,96.5,81.8
SpokaneSwingBridge,96.4,81.9
MagnoliaBridge,95.7,85
MagnoliaBridge,95.7,84.8
MagnoliaBridge,95.6,84.5
MagnoliaBridge,95.5,84.4
MagnoliaBridge,95.4,84.4
MagnoliaBridge,95.4,84.3
MagnoliaBridge,95.3,84.4
MagnoliaBridge,95.2,84.5
MagnoliaBridge,95.2,84.5
MagnoliaBridge,95.1,84.5
MagnoliaBridge,95.1,84.3
MagnoliaBridge,95,84.3
MagnoliaBridge,94.9,84.2
MagnoliaBridge,94.9,84.2
MagnoliaBridge,94.8,84
AlbroPlaceAirportWay,91.5,85.2
AlbroPlaceAirportWay,91.5,85.2
AlbroPlaceAirportWay,91.6,85.3
AlbroPlaceAirportWay,91.6,85.4
AlbroPlaceAirportWay,91.6,85.3
AlbroPlaceAirportWay,91.6,85.3
AlbroPlaceAirportWay,91.6,85.2
AlbroPlaceAirportWay,91.6,85.1
AlbroPlaceAirportWay,91.6,85
AlbroPlaceAirportWay,91.6,85
AlbroPlaceAirportWay,91.7,85
AlbroPlaceAirportWay,91.7,85
AlbroPlaceAirportWay,91.7,85
AlbroPlaceAirportWay,91.7,85
AlbroPlaceAirportWay,91.7,85.1
SpokaneSwingBridge,96.1,81.6
SpokaneSwingBridge,96,81.6
SpokaneSwingBridge,95.9,81.5
SpokaneSwingBridge,95.9,81.5
SpokaneSwingBridge,95.8,81.5
SpokaneSwingBridge,78.32,69.92
SpokaneSwingBridge,78.28,69.88
SpokaneSwingBridge,78.27,69.79
SpokaneSwingBridge,78.24,69.72
SpokaneSwingBridge,78.21,69.65
SpokaneSwingBridge,78.18,69.62
MagnoliaBridge,72.8,63.46
MagnoliaBridge,72.79,63.36
MagnoliaBridge,72.75,63.29
MagnoliaBridge,72.75,63.21
MagnoliaBridge,72.75,63.13
MagnoliaBridge,72.74,63.04
MagnoliaBridge,72.72,62.97
MagnoliaBridge,72.7,62.93
HarborAveUpperNorthBridge,73.33,65.14
HarborAveUpperNorthBridge,73.3,65.07
HarborAveUpperNorthBridge,73.3,65.06
HarborAveUpperNorthBridge,73.27,65.01
HarborAveUpperNorthBridge,73.25,64.98
HarborAveUpperNorthBridge,73.24,64.91
HarborAveUpperNorthBridge,73.2,64.83
HarborAveUpperNorthBridge,73.19,64.8
HarborAveUpperNorthBridge,73.16,64.73
HarborAveUpperNorthBridge,73.14,64.66
HarborAveUpperNorthBridge,73.13,64.64
HarborAveUpperNorthBridge,73.1,64.64
HarborAveUpperNorthBridge,73.09,64.64
HarborAveUpperNorthBridge,73.06,64.65
HarborAveUpperNorthBridge,73.04,64.73
HarborAveUpperNorthBridge,73.16,64.73
HarborAveUpperNorthBridge,73.14,64.66
HarborAveUpperNorthBridge,73.13,64.64
HarborAveUpperNorthBridge,73.1,64.64
HarborAveUpperNorthBridge,73.09,64.64
HarborAveUpperNorthBridge,73.06,64.65
HarborAveUpperNorthBridge,73.04,64.73
HarborAveUpperNorthBridge,73.04,64.72
AlbroPlaceAirportWay,92.6,79.96
AlbroPlaceAirportWay,92.6,79.88
AlbroPlaceAirportWay,92.6,79.81
AlbroPlaceAirportWay,92.6,79.66
RooseveltWay_NE80thSt,83,83
RooseveltWay_NE80thSt,83,83
RooseveltWay_NE80thSt,82.9,82.9
RooseveltWay_NE80thSt,82.9,82.9
RooseveltWay_NE80thSt,82.9,82.9
RooseveltWay_NE80thSt,82.8,82.8
RooseveltWay_NE80thSt,82.8,82.8
RooseveltWay_NE80thSt,82.8,82.8
RooseveltWay_NE80thSt,82.7,82.7
RooseveltWay_NE80thSt,82.7,82.7
RooseveltWay_NE80thSt,82.7,82.7
RooseveltWay_NE80thSt,82.7,82.7
RooseveltWay_NE80thSt,82.6,82.6
RooseveltWay_NE80thSt,82.6,82.6
RooseveltWay_NE80thSt,82.5,82.5
MagnoliaBridge,86.4,75.05
MagnoliaBridge,86.3,75.24
MagnoliaBridge,86.3,75.34
MagnoliaBridge,86.2,75.46
MagnoliaBridge,86.2,75.54
MagnoliaBridge,86.1,75.6
MagnoliaBridge,86.1,75.68
MagnoliaBridge,86,75.76
MagnoliaBridge,86,75.85
MagnoliaBridge,85.9,75.96
MagnoliaBridge,85.9,76.04
MagnoliaBridge,85.8,76.07
MagnoliaBridge,85.8,76.14
MagnoliaBridge,85.7,76.2
MagnoliaBridge,85.7,76.31
SpokaneSwingBridge,89.7,78.81
SpokaneSwingBridge,89.7,78.83
SpokaneSwingBridge,89.6,78.8
SpokaneSwingBridge,89.6,78.71
SpokaneSwingBridge,89.5,78.64
SpokaneSwingBridge,89.5,78.67
SpokaneSwingBridge,89.4,78.69
SpokaneSwingBridge,89.4,78.7
SpokaneSwingBridge,89.3,78.73
SpokaneSwingBridge,89.3,78.58
SpokaneSwingBridge,89.2,78.49
SpokaneSwingBridge,89.2,78.37
SpokaneSwingBridge,89.1,78.27
SpokaneSwingBridge,89.1,78.06
SpokaneSwingBridge,89,77.86
HarborAveUpperNorthBridge,89.7,78.81
HarborAveUpperNorthBridge,89.7,78.83
HarborAveUpperNorthBridge,89.6,78.8
HarborAveUpperNorthBridge,89.6,78.71
HarborAveUpperNorthBridge,89.5,78.64
HarborAveUpperNorthBridge,89.5,78.67
HarborAveUpperNorthBridge,89.4,78.69
HarborAveUpperNorthBridge,89.4,78.7
HarborAveUpperNorthBridge,89.3,78.73
HarborAveUpperNorthBridge,89.3,78.58
HarborAveUpperNorthBridge,89.2,78.49
HarborAveUpperNorthBridge,89.2,78.37
HarborAveUpperNorthBridge,89.1,78.27
HarborAveUpperNorthBridge,89.1,78.06
HarborAveUpperNorthBridge,89,77.86
HarborAveUpperNorthBridge,74.7,65.76
SpokaneSwingBridge,74.37,68.4
SpokaneSwingBridge,98.8,78.16
SpokaneSwingBridge,96.1,81.6
AlbroPlaceAirportWay,91.3,74.47
AlbroPlaceAirportWay,91.3,74.48
AlbroPlaceAirportWay,91.3,74.45
AlbroPlaceAirportWay,91.3,74.46
AlbroPlaceAirportWay,91.3,74.53
AlbroPlaceAirportWay,91.3,74.55
AlbroPlaceAirportWay,91.3,74.56
AlbroPlaceAirportWay,91.2,74.62
AlbroPlaceAirportWay,91.2,74.6
AlbroPlaceAirportWay,91.2,74.56
AlbroPlaceAirportWay,91.2,74.56
AlbroPlaceAirportWay,91.2,74.56
AlbroPlaceAirportWay,91.2,74.54
AlbroPlaceAirportWay,91.1,74.48
AlbroPlaceAirportWay,91.1,74.4
SpokaneSwingBridge,84.4,74.13
SpokaneSwingBridge,84.4,74.03
SpokaneSwingBridge,84.3,74
SpokaneSwingBridge,84.3,73.94
SpokaneSwingBridge,84.3,73.85
SpokaneSwingBridge,84.2,73.77
SpokaneSwingBridge,84.2,73.69
SpokaneSwingBridge,84.1,73.66
SpokaneSwingBridge,84.1,73.6
SpokaneSwingBridge,84.1,73.55
SpokaneSwingBridge,84,73.49
SpokaneSwingBridge,84,73.45
SpokaneSwingBridge,84,73.42
SpokaneSwingBridge,83.9,73.39
SpokaneSwingBridge,83.9,73.37
HarborAveUpperNorthBridge,74.69,65.75
HarborAveUpperNorthBridge,74.66,65.71
HarborAveUpperNorthBridge,74.64,65.7
HarborAveUpperNorthBridge,74.6,65.7
HarborAveUpperNorthBridge,74.59,65.7
HarborAveUpperNorthBridge,74.57,65.71
HarborAveUpperNorthBridge,74.53,65.68
HarborAveUpperNorthBridge,74.51,65.62
HarborAveUpperNorthBridge,74.48,65.55
MagnoliaBridge,74.49,63.51
MagnoliaBridge,74.49,63.56
MagnoliaBridge,74.49,63.53
MagnoliaBridge,74.49,63.47
MagnoliaBridge,74.46,63.43
MagnoliaBridge,74.44,63.47
MagnoliaBridge,74.44,63.62
MagnoliaBridge,74.42,63.78
MagnoliaBridge,74.39,63.94
MagnoliaBridge,74.39,64.08
MagnoliaBridge,74.39,64.21
MagnoliaBridge,74.37,64.31
MagnoliaBridge,74.34,64.41
MagnoliaBridge,74.34,64.45
MagnoliaBridge,74.34,64.46
SpokaneSwingBridge,74.79,65.61
SpokaneSwingBridge,74.76,65.67
SpokaneSwingBridge,74.74,65.75
SpokaneSwingBridge,74.7,65.76
SpokaneSwingBridge,74.69,65.75
SpokaneSwingBridge,74.66,65.71
SpokaneSwingBridge,74.64,65.7
SpokaneSwingBridge,74.6,65.7
SpokaneSwingBridge,74.59,65.7
SpokaneSwingBridge,74.57,65.71
SpokaneSwingBridge,74.53,65.68
SpokaneSwingBridge,74.51,65.62
SpokaneSwingBridge,74.48,65.55
SpokaneSwingBridge,74.47,65.48
SpokaneSwingBridge,74.43,65.43
RooseveltWay_NE80thSt,76.37,76.37
HarborAveUpperNorthBridge,73,64.73
RooseveltWay_NE80thSt,92.4,92.4
RooseveltWay_NE80thSt,92.3,92.3
RooseveltWay_NE80thSt,92.3,92.3
RooseveltWay_NE80thSt,92.2,92.2
RooseveltWay_NE80thSt,92.2,92.2
RooseveltWay_NE80thSt,92.2,92.2
RooseveltWay_NE80thSt,92.1,92.1
RooseveltWay_NE80thSt,92.1,92.1
RooseveltWay_NE80thSt,92,92
RooseveltWay_NE80thSt,92,92
RooseveltWay_NE80thSt,92,92
RooseveltWay_NE80thSt,91.9,91.9
RooseveltWay_NE80thSt,91.9,91.9
RooseveltWay_NE80thSt,91.8,91.8
RooseveltWay_NE80thSt,91.8,91.8
MagnoliaBridge,105.5,86.5
MagnoliaBridge,105.5,86.6
MagnoliaBridge,105.5,86.5
MagnoliaBridge,105.4,86.4
MagnoliaBridge,105.4,86.3
MagnoliaBridge,105.4,86.5
MagnoliaBridge,105.4,86.7
MagnoliaBridge,105.4,86.8
MagnoliaBridge,105.4,86.6
MagnoliaBridge,105.4,86.5
MagnoliaBridge,105.3,86.3
MagnoliaBridge,105.3,86.1
MagnoliaBridge,105.3,86.2
MagnoliaBridge,105.2,86.3
MagnoliaBridge,105.2,86.4
SpokaneSwingBridge,105.5,85.7
SpokaneSwingBridge,105.5,85.5
SpokaneSwingBridge,105.5,85.3
SpokaneSwingBridge,105.5,85.4
SpokaneSwingBridge,105.5,85.3
SpokaneSwingBridge,105.5,85.4
SpokaneSwingBridge,105.5,85.6
SpokaneSwingBridge,105.5,85.6
SpokaneSwingBridge,105.5,85.5
SpokaneSwingBridge,105.5,85.1
SpokaneSwingBridge,105.5,85.1
SpokaneSwingBridge,105.5,85.2
SpokaneSwingBridge,105.5,85.2
SpokaneSwingBridge,105.5,85.3
SpokaneSwingBridge,105.5,85.3
RooseveltWay_NE80thSt,82.1,82.1
SpokaneSwingBridge,74.46,68.45
SpokaneSwingBridge,74.56,68.35
SpokaneSwingBridge,98.9,78.23
SpokaneSwingBridge,98.9,78.3
SpokaneSwingBridge,99,78.65
SpokaneSwingBridge,99,78.75
SpokaneSwingBridge,99.1,78.77
RooseveltWay_NE80thSt,107.8,107.8
RooseveltWay_NE80thSt,107.9,107.9
RooseveltWay_NE80thSt,108,108
RooseveltWay_NE80thSt,107.9,107.9
RooseveltWay_NE80thSt,107.8,107.8
RooseveltWay_NE80thSt,107.7,107.7
RooseveltWay_NE80thSt,107.4,107.4
RooseveltWay_NE80thSt,107,107
RooseveltWay_NE80thSt,106.6,106.6
RooseveltWay_NE80thSt,106.2,106.2
RooseveltWay_NE80thSt,105.8,105.8
RooseveltWay_NE80thSt,105.5,105.5
RooseveltWay_NE80thSt,105.2,105.2
RooseveltWay_NE80thSt,104.8,104.8
RooseveltWay_NE80thSt,104.5,104.5
HarborAveUpperNorthBridge,98.4,78.45
HarborAveUpperNorthBridge,98.4,78.65
HarborAveUpperNorthBridge,98.5,78.87
AlbroPlaceAirportWay,91.2,74.56
AlbroPlaceAirportWay,91.2,74.56
AlbroPlaceAirportWay,91.2,74.54
AlbroPlaceAirportWay,91.1,74.48
AlbroPlaceAirportWay,91.1,74.4
AlbroPlaceAirportWay,91.1,74.33
AlbroPlaceAirportWay,91.1,74.19
AlbroPlaceAirportWay,91.1,74.09
AlbroPlaceAirportWay,91.1,73.98
AlbroPlaceAirportWay,91.1,73.93
AlbroPlaceAirportWay,91.1,73.85
AlbroPlaceAirportWay,91,73.74
AlbroPlaceAirportWay,91,73.66
AlbroPlaceAirportWay,91,73.61
AlbroPlaceAirportWay,91,73.61
RooseveltWay_NE80thSt,79.73,79.73
RooseveltWay_NE80thSt,79.72,79.72
RooseveltWay_NE80thSt,79.72,79.72
RooseveltWay_NE80thSt,79.69,79.69
RooseveltWay_NE80thSt,79.66,79.66
RooseveltWay_NE80thSt,79.65,79.65
RooseveltWay_NE80thSt,79.63,79.63
RooseveltWay_NE80thSt,79.61,79.61
RooseveltWay_NE80thSt,79.61,79.61
RooseveltWay_NE80thSt,79.59,79.59
RooseveltWay_NE80thSt,79.56,79.56
RooseveltWay_NE80thSt,79.55,79.55
RooseveltWay_NE80thSt,79.53,79.53
RooseveltWay_NE80thSt,79.51,79.51
RooseveltWay_NE80thSt,79.5,79.5
MagnoliaBridge,81.6,72.85
MagnoliaBridge,81.5,72.79
MagnoliaBridge,81.5,72.76
MagnoliaBridge,81.5,72.73
MagnoliaBridge,81.4,72.7
MagnoliaBridge,81.4,72.65
MagnoliaBridge,81.4,72.59
MagnoliaBridge,81.3,72.54
MagnoliaBridge,81.3,72.52
MagnoliaBridge,81.3,72.49
MagnoliaBridge,81.3,72.45
MagnoliaBridge,81.2,72.43
MagnoliaBridge,81.2,72.39
MagnoliaBridge,81.2,72.37
MagnoliaBridge,81.1,72.34
SpokaneSwingBridge,84,73.42
SpokaneSwingBridge,83.9,73.39
SpokaneSwingBridge,83.9,73.37
SpokaneSwingBridge,83.8,73.28
SpokaneSwingBridge,83.8,73.15
SpokaneSwingBridge,83.8,73.04
SpokaneSwingBridge,83.7,73
SpokaneSwingBridge,83.7,72.89
SpokaneSwingBridge,83.7,72.82
SpokaneSwingBridge,83.6,72.7
SpokaneSwingBridge,83.6,72.51
SpokaneSwingBridge,83.6,72.24
SpokaneSwingBridge,83.5,72.04
SpokaneSwingBridge,83.5,71.89
SpokaneSwingBridge,83.4,71.75
HarborAveUpperNorthBridge,84,73.42
HarborAveUpperNorthBridge,83.9,73.39
HarborAveUpperNorthBridge,83.9,73.37
HarborAveUpperNorthBridge,83.8,73.28
HarborAveUpperNorthBridge,83.8,73.15
HarborAveUpperNorthBridge,83.8,73.04
HarborAveUpperNorthBridge,83.7,73
HarborAveUpperNorthBridge,83.7,72.89
HarborAveUpperNorthBridge,83.7,72.82
HarborAveUpperNorthBridge,83.6,72.7
HarborAveUpperNorthBridge,83.6,72.51
HarborAveUpperNorthBridge,83.6,72.24
HarborAveUpperNorthBridge,83.5,72.04
HarborAveUpperNorthBridge,83.5,71.89
HarborAveUpperNorthBridge,83.4,71.75
SpokaneSwingBridge,96,81.6
SpokaneSwingBridge,95.9,81.5
SpokaneSwingBridge,95.9,81.5
SpokaneSwingBridge,95.8,81.5
SpokaneSwingBridge,83.7,72.82
SpokaneSwingBridge,83.6,72.77
SpokaneSwingBridge,83.6,72.76
SpokaneSwingBridge,83.6,72.74
RooseveltWay_NE80thSt,76.34,76.34
RooseveltWay_NE80thSt,76.33,76.33
