Station Name,RoadSurfaceTemperature,AirTemperature
RooseveltWay_NE80thSt,78.89,78.89
RooseveltWay_NE80thSt,78.88,78.88
RooseveltWay_NE80thSt,78.87,78.87
RooseveltWay_NE80thSt,78.85,78.85
RooseveltWay_NE80thSt,78.83,78.83
RooseveltWay_NE80thSt,78.83,78.83
RooseveltWay_NE80thSt,78.82,78.82
RooseveltWay_NE80thSt,78.81,78.81
RooseveltWay_NE80thSt,78.79,78.79
RooseveltWay_NE80thSt,78.78,78.78
RooseveltWay_NE80thSt,78.77,78.77
RooseveltWay_NE80thSt,78.76,78.76
RooseveltWay_NE80thSt,78.74,78.74
HarborAveUpperNorthBridge,82.1,71.84
HarborAveUpperNorthBridge,82,71.81
HarborAveUpperNorthBridge,82,71.8
HarborAveUpperNorthBridge,82,71.8
HarborAveUpperNorthBridge,82,71.81
HarborAveUpperNorthBridge,81.9,71.85
HarborAveUpperNorthBridge,81.9,71.86
HarborAveUpperNorthBridge,81.9,71.88
HarborAveUpperNorthBridge,81.9,71.91
HarborAveUpperNorthBridge,81.8,71.91
HarborAveUpperNorthBridge,81.8,71.91
HarborAveUpperNorthBridge,81.8,71.93
HarborAveUpperNorthBridge,81.8,71.96
HarborAveUpperNorthBridge,81.7,71.96
HarborAveUpperNorthBridge,81.7,71.97
MagnoliaBridge,79.37,70.86
MagnoliaBridge,79.32,70.86
MagnoliaBridge,79.31,70.82
MagnoliaBridge,79.29,70.81
MagnoliaBridge,79.26,70.79
MagnoliaBridge,79.26,70.77
MagnoliaBridge,79.21,70.76
MagnoliaBridge,79.21,70.76
MagnoliaBridge,79.21,70.73
MagnoliaBridge,79.17,70.71
MagnoliaBridge,79.15,70.72
MagnoliaBridge,79.14,70.73
MagnoliaBridge,79.1,70.75
MagnoliaBridge,79.09,70.74
MagnoliaBridge,79.1,70.74
MagnoliaBridge,73.81,64.97
MagnoliaBridge,70.31,61.07
AlbroPlaceAirportWay,89.6,72.17
AlbroPlaceAirportWay,89.6,72.17
AlbroPlaceAirportWay,89.6,72.19
AlbroPlaceAirportWay,89.6,72.19
AlbroPlaceAirportWay,89.5,72.19
AlbroPlaceAirportWay,89.5,72.11
AlbroPlaceAirportWay,89.5,72.08
AlbroPlaceAirportWay,89.5,72.02
AlbroPlaceAirportWay,89.5,72.07
AlbroPlaceAirportWay,89.5,72.23
AlbroPlaceAirportWay,89.5,72.46
AlbroPlaceAirportWay,89.5,72.69
AlbroPlaceAirportWay,89.4,72.77
AlbroPlaceAirportWay,89.4,72.88
AlbroPlaceAirportWay,89.4,72.98
HarborAveUpperNorthBridge,81.3,71.98
HarborAveUpperNorthBridge,81.3,71.96
HarborAveUpperNorthBridge,81.2,71.99
HarborAveUpperNorthBridge,81.2,72.02
HarborAveUpperNorthBridge,81.2,72.06
HarborAveUpperNorthBridge,81.2,72.1
HarborAveUpperNorthBridge,81.1,72.15
HarborAveUpperNorthBridge,81.1,72.17
HarborAveUpperNorthBridge,81.1,72.17
HarborAveUpperNorthBridge,81,72.17
HarborAveUpperNorthBridge,81,72.17
HarborAveUpperNorthBridge,81,72.2
HarborAveUpperNorthBridge,80.9,72.15
HarborAveUpperNorthBridge,80.9,72.09
HarborAveUpperNorthBridge,80.9,72.06
RooseveltWay_NE80thSt,78.5,78.5
RooseveltWay_NE80thSt,78.5,78.5
RooseveltWay_NE80thSt,78.47,78.47
RooseveltWay_NE80thSt,78.45,78.45
RooseveltWay_NE80thSt,78.43,78.43
RooseveltWay_NE80thSt,78.4,78.4
RooseveltWay_NE80thSt,78.39,78.39
RooseveltWay_NE80thSt,78.37,78.37
RooseveltWay_NE80thSt,78.33,78.33
RooseveltWay_NE80thSt,78.3,78.3
RooseveltWay_NE80thSt,78.28,78.28
RooseveltWay_NE80thSt,78.27,78.27
RooseveltWay_NE80thSt,78.23,78.23
RooseveltWay_NE80thSt,78.21,78.21
RooseveltWay_NE80thSt,78.18,78.18
MagnoliaBridge,78.81,70.54
MagnoliaBridge,78.77,70.51
MagnoliaBridge,78.77,70.45
MagnoliaBridge,78.76,70.4
MagnoliaBridge,78.72,70.28
MagnoliaBridge,78.71,70.07
MagnoliaBridge,78.66,69.85
MagnoliaBridge,78.63,69.66
MagnoliaBridge,78.59,69.49
MagnoliaBridge,78.55,69.36
MagnoliaBridge,78.52,69.28
MagnoliaBridge,78.49,69.21
MagnoliaBridge,78.44,69.15
MagnoliaBridge,78.41,69.09
MagnoliaBridge,78.38,69.05
SpokaneSwingBridge,81.3,71.98
SpokaneSwingBridge,81.3,71.96
SpokaneSwingBridge,81.2,71.99
SpokaneSwingBridge,81.2,72.02
SpokaneSwingBridge,81.2,72.06
SpokaneSwingBridge,81.2,72.1
SpokaneSwingBridge,81.1,72.15
SpokaneSwingBridge,81.1,72.17
SpokaneSwingBridge,81.1,72.17
SpokaneSwingBridge,81,72.17
SpokaneSwingBridge,81,72.17
SpokaneSwingBridge,81,72.2
SpokaneSwingBridge,80.9,72.15
SpokaneSwingBridge,80.9,72.09
SpokaneSwingBridge,80.9,72.06
SpokaneSwingBridge,82.3,72.35
SpokaneSwingBridge,82.3,72.26
SpokaneSwingBridge,82.3,72.18
SpokaneSwingBridge,82.3,72.1
SpokaneSwingBridge,82.2,72.06
SpokaneSwingBridge,82.2,72.06
SpokaneSwingBridge,82.2,72
SpokaneSwingBridge,82.2,71.92
SpokaneSwingBridge,82.1,71.88
SpokaneSwingBridge,82.1,71.86
SpokaneSwingBridge,82.1,71.84
SpokaneSwingBridge,82,71.81
SpokaneSwingBridge,82,71.8
SpokaneSwingBridge,82,71.8
SpokaneSwingBridge,82,71.81
AlbroPlaceAirportWay,90.2,72.88
AlbroPlaceAirportWay,90.2,72.87
AlbroPlaceAirportWay,90.2,72.84
AlbroPlaceAirportWay,90.2,72.84
AlbroPlaceAirportWay,90.2,72.84
AlbroPlaceAirportWay,90.2,72.91
AlbroPlaceAirportWay,90.2,73.01
AlbroPlaceAirportWay,90.1,73.08
AlbroPlaceAirportWay,90.1,73.11
AlbroPlaceAirportWay,90.1,73.15
AlbroPlaceAirportWay,90.1,73.29
AlbroPlaceAirportWay,90.1,73.4
AlbroPlaceAirportWay,90,73.4
AlbroPlaceAirportWay,90,73.38
AlbroPlaceAirportWay,90,73.41
RooseveltWay_NE80thSt,79.08,79.08
RooseveltWay_NE80thSt,79.06,79.06
RooseveltWay_NE80thSt,79.05,79.05
RooseveltWay_NE80thSt,79.04,79.04
RooseveltWay_NE80thSt,79.01,79.01
RooseveltWay_NE80thSt,78.99,78.99
RooseveltWay_NE80thSt,78.98,78.98
RooseveltWay_NE80thSt,78.96,78.96
RooseveltWay_NE80thSt,78.95,78.95
RooseveltWay_NE80thSt,78.94,78.94
RooseveltWay_NE80thSt,78.94,78.94
RooseveltWay_NE80thSt,78.92,78.92
RooseveltWay_NE80thSt,78.89,78.89
RooseveltWay_NE80thSt,78.88,78.88
RooseveltWay_NE80thSt,78.87,78.87
HarborAveUpperNorthBridge,82.3,72.35
HarborAveUpperNorthBridge,82.3,72.26
HarborAveUpperNorthBridge,82.3,72.18
HarborAveUpperNorthBridge,82.3,72.1
HarborAveUpperNorthBridge,82.2,72.06
HarborAveUpperNorthBridge,82.2,72.06
HarborAveUpperNorthBridge,82.2,72
HarborAveUpperNorthBridge,82.2,71.92
HarborAveUpperNorthBridge,82.1,71.88
HarborAveUpperNorthBridge,82.1,71.86
HarborAveUpperNorthBridge,82.1,71.84
HarborAveUpperNorthBridge,82,71.81
HarborAveUpperNorthBridge,82,71.8
HarborAveUpperNorthBridge,82,71.8
HarborAveUpperNorthBridge,82,71.81
MagnoliaBridge,79.56,71.32
MagnoliaBridge,79.54,71.27
MagnoliaBridge,79.53,71.22
MagnoliaBridge,79.52,71.15
MagnoliaBridge,79.49,71.1
MagnoliaBridge,79.47,71.04
MagnoliaBridge,79.44,70.99
MagnoliaBridge,79.43,70.97
MagnoliaBridge,79.41,70.93
MagnoliaBridge,79.38,70.91
MagnoliaBridge,79.37,70.86
MagnoliaBridge,79.32,70.86
MagnoliaBridge,79.31,70.82
MagnoliaBridge,79.29,70.81
MagnoliaBridge,79.26,70.79
AlbroPlaceAirportWay,89.5,72.46
AlbroPlaceAirportWay,89.5,72.69
AlbroPlaceAirportWay,89.4,72.77
AlbroPlaceAirportWay,89.4,72.88
AlbroPlaceAirportWay,89.4,72.98
AlbroPlaceAirportWay,89.4,72.94
AlbroPlaceAirportWay,89.4,72.93
AlbroPlaceAirportWay,89.3,73
AlbroPlaceAirportWay,89.3,73.05
AlbroPlaceAirportWay,89.3,72.97
AlbroPlaceAirportWay,89.3,72.88
AlbroPlaceAirportWay,89.3,72.97
AlbroPlaceAirportWay,89.3,73
AlbroPlaceAirportWay,89.3,73.05
AlbroPlaceAirportWay,89.2,73.15
RooseveltWay_NE80thSt,78.28,78.28
RooseveltWay_NE80thSt,78.27,78.27
RooseveltWay_NE80thSt,78.23,78.23
RooseveltWay_NE80thSt,78.21,78.21
RooseveltWay_NE80thSt,78.18,78.18
RooseveltWay_NE80thSt,78.16,78.16
RooseveltWay_NE80thSt,78.13,78.13
RooseveltWay_NE80thSt,78.11,78.11
RooseveltWay_NE80thSt,78.09,78.09
RooseveltWay_NE80thSt,78.06,78.06
RooseveltWay_NE80thSt,78.04,78.04
RooseveltWay_NE80thSt,78.01,78.01
RooseveltWay_NE80thSt,77.98,77.98
RooseveltWay_NE80thSt,77.95,77.95
RooseveltWay_NE80thSt,77.95,77.95
SpokaneSwingBridge,81,72.17
SpokaneSwingBridge,81,72.2
SpokaneSwingBridge,80.9,72.15
SpokaneSwingBridge,80.9,72.09
SpokaneSwingBridge,80.9,72.06
SpokaneSwingBridge,80.9,71.99
SpokaneSwingBridge,80.8,71.92
SpokaneSwingBridge,80.8,71.85
SpokaneSwingBridge,80.8,71.77
SpokaneSwingBridge,80.7,71.69
SpokaneSwingBridge,80.7,71.68
SpokaneSwingBridge,80.7,71.72
SpokaneSwingBridge,80.6,71.73
SpokaneSwingBridge,80.6,71.67
SpokaneSwingBridge,80.5,71.64
MagnoliaBridge,78.52,69.28
MagnoliaBridge,78.49,69.21
MagnoliaBridge,78.44,69.15
MagnoliaBridge,78.41,69.09
MagnoliaBridge,78.38,69.05
MagnoliaBridge,78.34,68.98
MagnoliaBridge,78.32,68.91
MagnoliaBridge,78.28,68.88
MagnoliaBridge,78.23,68.84
MagnoliaBridge,78.21,68.85
MagnoliaBridge,78.17,68.91
MagnoliaBridge,78.14,68.97
MagnoliaBridge,78.11,69.04
MagnoliaBridge,78.09,69.11
MagnoliaBridge,78.06,69.18
AlbroPlaceAirportWay,89.8,72.26
AlbroPlaceAirportWay,89.8,72.38
AlbroPlaceAirportWay,89.7,72.45
AlbroPlaceAirportWay,89.7,72.5
AlbroPlaceAirportWay,89.7,72.5
AlbroPlaceAirportWay,89.7,72.5
AlbroPlaceAirportWay,89.7,72.44
AlbroPlaceAirportWay,89.7,72.4
AlbroPlaceAirportWay,89.7,72.38
AlbroPlaceAirportWay,89.7,72.26
AlbroPlaceAirportWay,89.6,72.17
AlbroPlaceAirportWay,89.6,72.17
AlbroPlaceAirportWay,89.6,72.19
AlbroPlaceAirportWay,89.6,72.19
AlbroPlaceAirportWay,89.5,72.19
HarborAveUpperNorthBridge,81.5,72.08
HarborAveUpperNorthBridge,81.5,72.15
HarborAveUpperNorthBridge,81.5,72.17
HarborAveUpperNorthBridge,81.5,72.17
HarborAveUpperNorthBridge,81.5,72.16
HarborAveUpperNorthBridge,81.4,72.08
HarborAveUpperNorthBridge,81.4,72.07
HarborAveUpperNorthBridge,81.4,72.02
HarborAveUpperNorthBridge,81.3,72.01
HarborAveUpperNorthBridge,81.3,72.01
HarborAveUpperNorthBridge,81.3,71.98
HarborAveUpperNorthBridge,81.3,71.96
HarborAveUpperNorthBridge,81.2,71.99
HarborAveUpperNorthBridge,81.2,72.02
HarborAveUpperNorthBridge,81.2,72.06
HarborAveUpperNorthBridge,79.68,70.31
HarborAveUpperNorthBridge,79.66,70.32
HarborAveUpperNorthBridge,79.62,70.34
HarborAveUpperNorthBridge,79.61,70.31
HarborAveUpperNorthBridge,79.57,70.28
HarborAveUpperNorthBridge,79.54,70.27
HarborAveUpperNorthBridge,79.5,70.28
HarborAveUpperNorthBridge,79.49,70.31
HarborAveUpperNorthBridge,79.45,70.33
HarborAveUpperNorthBridge,79.41,70.34
HarborAveUpperNorthBridge,79.39,70.32
HarborAveUpperNorthBridge,79.36,70.26
HarborAveUpperNorthBridge,79.33,70.24
HarborAveUpperNorthBridge,79.3,70.23
HarborAveUpperNorthBridge,79.28,70.23
RooseveltWay_NE80thSt,77.34,77.34
RooseveltWay_NE80thSt,77.31,77.31
RooseveltWay_NE80thSt,77.3,77.3
RooseveltWay_NE80thSt,77.29,77.29
RooseveltWay_NE80thSt,77.26,77.26
RooseveltWay_NE80thSt,77.25,77.25
RooseveltWay_NE80thSt,77.23,77.23
RooseveltWay_NE80thSt,77.2,77.2
RooseveltWay_NE80thSt,77.2,77.2
RooseveltWay_NE80thSt,77.18,77.18
RooseveltWay_NE80thSt,77.15,77.15
RooseveltWay_NE80thSt,77.14,77.14
RooseveltWay_NE80thSt,77.11,77.11
RooseveltWay_NE80thSt,77.09,77.09
RooseveltWay_NE80thSt,77.08,77.08
SpokaneSwingBridge,79.68,70.31
SpokaneSwingBridge,79.66,70.32
SpokaneSwingBridge,79.62,70.34
SpokaneSwingBridge,79.61,70.31
SpokaneSwingBridge,79.57,70.28
SpokaneSwingBridge,79.54,70.27
SpokaneSwingBridge,79.5,70.28
SpokaneSwingBridge,79.49,70.31
SpokaneSwingBridge,79.45,70.33
SpokaneSwingBridge,79.41,70.34
SpokaneSwingBridge,79.39,70.32
SpokaneSwingBridge,79.36,70.26
SpokaneSwingBridge,79.33,70.24
SpokaneSwingBridge,79.3,70.23
SpokaneSwingBridge,79.28,70.23
MagnoliaBridge,77.44,69.35
MagnoliaBridge,77.41,69.34
MagnoliaBridge,77.4,69.3
MagnoliaBridge,77.39,69.27
MagnoliaBridge,77.35,69.24
MagnoliaBridge,77.35,69.19
MagnoliaBridge,77.34,69.13
MagnoliaBridge,77.3,69.07
MagnoliaBridge,77.29,68.9
MagnoliaBridge,77.28,68.61
MagnoliaBridge,77.24,68.48
MagnoliaBridge,77.24,68.27
MagnoliaBridge,77.24,68.23
MagnoliaBridge,77.21,68.18
MagnoliaBridge,77.18,68.09
MagnoliaBridge,77.24,68.48
HarborAveUpperNorthBridge,79.39,70.32
MagnoliaBridge,77.24,68.27
HarborAveUpperNorthBridge,79.36,70.26
MagnoliaBridge,77.24,68.23
HarborAveUpperNorthBridge,79.33,70.24
MagnoliaBridge,77.21,68.18
HarborAveUpperNorthBridge,79.3,70.23
MagnoliaBridge,77.18,68.09
HarborAveUpperNorthBridge,82.8,72.25
HarborAveUpperNorthBridge,82.8,72.21
HarborAveUpperNorthBridge,82.7,72.21
HarborAveUpperNorthBridge,82.7,72.2
HarborAveUpperNorthBridge,82.7,72.21
HarborAveUpperNorthBridge,82.6,72.24
HarborAveUpperNorthBridge,82.6,72.28
HarborAveUpperNorthBridge,82.6,72.32
HarborAveUpperNorthBridge,82.6,72.35
HarborAveUpperNorthBridge,82.5,72.33
RooseveltWay_NE80thSt,79.47,79.47
RooseveltWay_NE80thSt,79.44,79.44
RooseveltWay_NE80thSt,79.42,79.42
RooseveltWay_NE80thSt,79.4,79.4
RooseveltWay_NE80thSt,79.39,79.39
RooseveltWay_NE80thSt,79.37,79.37
RooseveltWay_NE80thSt,79.35,79.35
RooseveltWay_NE80thSt,79.32,79.32
RooseveltWay_NE80thSt,79.32,79.32
RooseveltWay_NE80thSt,79.29,79.29
RooseveltWay_NE80thSt,79.27,79.27
RooseveltWay_NE80thSt,79.26,79.26
RooseveltWay_NE80thSt,79.24,79.24
RooseveltWay_NE80thSt,79.21,79.21
RooseveltWay_NE80thSt,79.2,79.2
MagnoliaBridge,80,71.58
MagnoliaBridge,79.97,71.67
MagnoliaBridge,79.98,71.74
MagnoliaBridge,79.93,71.79
MagnoliaBridge,79.92,71.78
MagnoliaBridge,79.87,71.7
MagnoliaBridge,79.86,71.7
MagnoliaBridge,79.81,71.63
MagnoliaBridge,79.8,71.6
MagnoliaBridge,79.77,71.56
MagnoliaBridge,79.75,71.56
MagnoliaBridge,79.75,71.52
MagnoliaBridge,79.73,71.49
MagnoliaBridge,79.7,71.46
MagnoliaBridge,79.69,71.46
SpokaneSwingBridge,82.9,72.42
SpokaneSwingBridge,82.9,72.37
SpokaneSwingBridge,82.9,72.3
SpokaneSwingBridge,82.8,72.25
SpokaneSwingBridge,82.8,72.21
SpokaneSwingBridge,82.7,72.21
SpokaneSwingBridge,82.7,72.2
SpokaneSwingBridge,82.7,72.21
SpokaneSwingBridge,82.6,72.24
SpokaneSwingBridge,82.6,72.28
SpokaneSwingBridge,82.6,72.32
SpokaneSwingBridge,82.6,72.35
SpokaneSwingBridge,82.5,72.33
SpokaneSwingBridge,82.5,72.44
SpokaneSwingBridge,82.5,72.5
AlbroPlaceAirportWay,89.3,72.88
AlbroPlaceAirportWay,89.3,72.97
AlbroPlaceAirportWay,89.3,73
AlbroPlaceAirportWay,89.3,73.05
AlbroPlaceAirportWay,89.2,73.15
AlbroPlaceAirportWay,89.2,73.13
AlbroPlaceAirportWay,89.2,73.15
AlbroPlaceAirportWay,89.2,73.08
AlbroPlaceAirportWay,89.2,72.8
AlbroPlaceAirportWay,89.1,72.6
AlbroPlaceAirportWay,89.1,72.51
AlbroPlaceAirportWay,89.1,72.4
AlbroPlaceAirportWay,89.1,72.3
AlbroPlaceAirportWay,89.1,72.28
AlbroPlaceAirportWay,89.1,72.23
SpokaneSwingBridge,79.39,70.32
SpokaneSwingBridge,79.36,70.26
SpokaneSwingBridge,79.33,70.24
SpokaneSwingBridge,79.3,70.23
SpokaneSwingBridge,79.28,70.23
SpokaneSwingBridge,79.24,70.19
SpokaneSwingBridge,79.22,70.2
SpokaneSwingBridge,79.18,70.24
SpokaneSwingBridge,79.16,70.24
SpokaneSwingBridge,79.13,70.24
SpokaneSwingBridge,79.11,70.24
SpokaneSwingBridge,79.08,70.24
SpokaneSwingBridge,79.05,70.23
SpokaneSwingBridge,79.04,70.25
SpokaneSwingBridge,79,70.24
RooseveltWay_NE80thSt,76.96,76.96
RooseveltWay_NE80thSt,76.93,76.93
RooseveltWay_NE80thSt,76.91,76.91
RooseveltWay_NE80thSt,76.9,76.9
RooseveltWay_NE80thSt,76.87,76.87
RooseveltWay_NE80thSt,76.87,76.87
RooseveltWay_NE80thSt,76.85,76.85
RooseveltWay_NE80thSt,76.81,76.81
RooseveltWay_NE80thSt,76.82,76.82
RooseveltWay_NE80thSt,76.81,76.81
RooseveltWay_NE80thSt,76.8,76.8
RooseveltWay_NE80thSt,76.79,76.79
RooseveltWay_NE80thSt,76.76,76.76
RooseveltWay_NE80thSt,76.76,76.76
RooseveltWay_NE80thSt,76.76,76.76
MagnoliaBridge,77.08,68.22
MagnoliaBridge,77.07,68.26
MagnoliaBridge,77.05,68.3
MagnoliaBridge,77.02,68.32
MagnoliaBridge,77.02,68.36
MagnoliaBridge,77.02,68.32
MagnoliaBridge,77,68.33
MagnoliaBridge,76.97,68.32
MagnoliaBridge,76.97,68.32
MagnoliaBridge,76.95,68.36
MagnoliaBridge,76.91,68.44
MagnoliaBridge,76.91,68.46
MagnoliaBridge,76.91,68.46
MagnoliaBridge,76.91,68.42
MagnoliaBridge,76.88,68.39
SpokaneSwingBridge,79.05,70.23
SpokaneSwingBridge,79.04,70.25
SpokaneSwingBridge,79,70.24
SpokaneSwingBridge,78.97,70.24
SpokaneSwingBridge,78.94,70.22
SpokaneSwingBridge,78.93,70.19
SpokaneSwingBridge,78.89,70.18
SpokaneSwingBridge,78.88,70.18
SpokaneSwingBridge,78.84,70.19
SpokaneSwingBridge,78.82,70.19
SpokaneSwingBridge,78.79,70.17
SpokaneSwingBridge,78.77,70.12
SpokaneSwingBridge,78.74,70.08
SpokaneSwingBridge,78.71,70.05
SpokaneSwingBridge,78.7,70.01
AlbroPlaceAirportWay,90.4,72.8
AlbroPlaceAirportWay,90.3,72.78
AlbroPlaceAirportWay,90.3,72.78
AlbroPlaceAirportWay,90.3,72.77
AlbroPlaceAirportWay,90.3,72.73
AlbroPlaceAirportWay,90.3,72.7
AlbroPlaceAirportWay,90.3,72.74
AlbroPlaceAirportWay,90.3,72.78
AlbroPlaceAirportWay,90.3,72.8
AlbroPlaceAirportWay,90.2,72.84
AlbroPlaceAirportWay,90.2,72.88
AlbroPlaceAirportWay,90.2,72.87
AlbroPlaceAirportWay,90.2,72.84
AlbroPlaceAirportWay,90.2,72.84
AlbroPlaceAirportWay,90.2,72.84
SpokaneSwingBridge,82.6,72.24
SpokaneSwingBridge,82.6,72.28
SpokaneSwingBridge,82.6,72.32
SpokaneSwingBridge,82.6,72.35
SpokaneSwingBridge,82.5,72.33
SpokaneSwingBridge,82.5,72.44
SpokaneSwingBridge,82.5,72.5
SpokaneSwingBridge,82.4,72.48
SpokaneSwingBridge,82.4,72.48
SpokaneSwingBridge,82.4,72.44
SpokaneSwingBridge,82.3,72.35
SpokaneSwingBridge,82.3,72.26
SpokaneSwingBridge,82.3,72.18
SpokaneSwingBridge,82.3,72.1
SpokaneSwingBridge,82.2,72.06
RooseveltWay_NE80thSt,79.27,79.27
RooseveltWay_NE80thSt,79.26,79.26
RooseveltWay_NE80thSt,79.24,79.24
RooseveltWay_NE80thSt,79.21,79.21
RooseveltWay_NE80thSt,79.2,79.2
RooseveltWay_NE80thSt,79.17,79.17
RooseveltWay_NE80thSt,79.16,79.16
RooseveltWay_NE80thSt,79.15,79.15
RooseveltWay_NE80thSt,79.13,79.13
RooseveltWay_NE80thSt,79.11,79.11
RooseveltWay_NE80thSt,79.08,79.08
RooseveltWay_NE80thSt,79.06,79.06
RooseveltWay_NE80thSt,79.05,79.05
RooseveltWay_NE80thSt,79.04,79.04
RooseveltWay_NE80thSt,79.01,79.01
HarborAveUpperNorthBridge,82.6,72.24
HarborAveUpperNorthBridge,82.6,72.28
HarborAveUpperNorthBridge,82.6,72.32
HarborAveUpperNorthBridge,82.6,72.35
HarborAveUpperNorthBridge,82.5,72.33
HarborAveUpperNorthBridge,82.5,72.44
HarborAveUpperNorthBridge,82.5,72.5
HarborAveUpperNorthBridge,82.4,72.48
HarborAveUpperNorthBridge,82.4,72.48
HarborAveUpperNorthBridge,82.4,72.44
HarborAveUpperNorthBridge,82.3,72.35
HarborAveUpperNorthBridge,82.3,72.26
HarborAveUpperNorthBridge,82.3,72.18
HarborAveUpperNorthBridge,82.3,72.1
HarborAveUpperNorthBridge,82.2,72.06
MagnoliaBridge,79.75,71.56
MagnoliaBridge,79.75,71.52
MagnoliaBridge,79.73,71.49
MagnoliaBridge,79.7,71.46
MagnoliaBridge,79.69,71.46
MagnoliaBridge,79.66,71.42
MagnoliaBridge,79.65,71.38
MagnoliaBridge,79.63,71.36
MagnoliaBridge,79.61,71.32
MagnoliaBridge,79.6,71.32
MagnoliaBridge,79.56,71.32
MagnoliaBridge,79.54,71.27
MagnoliaBridge,79.53,71.22
MagnoliaBridge,79.52,71.15
MagnoliaBridge,79.49,71.1
HarborAveUpperNorthBridge,80.7,71.68
HarborAveUpperNorthBridge,80.7,71.72
HarborAveUpperNorthBridge,80.6,71.73
HarborAveUpperNorthBridge,80.6,71.67
HarborAveUpperNorthBridge,80.5,71.64
HarborAveUpperNorthBridge,80.5,71.6
HarborAveUpperNorthBridge,80.5,71.55
HarborAveUpperNorthBridge,80.5,71.53
HarborAveUpperNorthBridge,80.4,71.46
HarborAveUpperNorthBridge,80.4,71.38
HarborAveUpperNorthBridge,80.4,71.32
HarborAveUpperNorthBridge,80.3,71.27
HarborAveUpperNorthBridge,80.3,71.22
HarborAveUpperNorthBridge,80.2,71.14
HarborAveUpperNorthBridge,80.2,71.14
RooseveltWay_NE80thSt,78.04,78.04
RooseveltWay_NE80thSt,78.01,78.01
RooseveltWay_NE80thSt,77.98,77.98
RooseveltWay_NE80thSt,77.95,77.95
RooseveltWay_NE80thSt,77.95,77.95
RooseveltWay_NE80thSt,77.92,77.92
RooseveltWay_NE80thSt,77.89,77.89
RooseveltWay_NE80thSt,77.87,77.87
AlbroPlaceAirportWay,88.5,71.74
AlbroPlaceAirportWay,88.5,71.78
AlbroPlaceAirportWay,88.5,71.78
AlbroPlaceAirportWay,88.4,71.78
AlbroPlaceAirportWay,88.4,71.78
AlbroPlaceAirportWay,88.4,71.8
AlbroPlaceAirportWay,88.4,71.78
AlbroPlaceAirportWay,88.4,71.72
AlbroPlaceAirportWay,88.3,71.66
AlbroPlaceAirportWay,88.3,71.63
AlbroPlaceAirportWay,88.3,71.63
AlbroPlaceAirportWay,88.3,71.63
AlbroPlaceAirportWay,88.3,71.68
AlbroPlaceAirportWay,88.3,71.74
AlbroPlaceAirportWay,88.3,71.79
HarborAveUpperNorthBridge,79.11,70.24
HarborAveUpperNorthBridge,79.08,70.24
HarborAveUpperNorthBridge,79.05,70.23
HarborAveUpperNorthBridge,79.04,70.25
HarborAveUpperNorthBridge,79,70.24
HarborAveUpperNorthBridge,78.97,70.24
HarborAveUpperNorthBridge,78.94,70.22
HarborAveUpperNorthBridge,78.93,70.19
HarborAveUpperNorthBridge,78.89,70.18
HarborAveUpperNorthBridge,78.88,70.18
HarborAveUpperNorthBridge,78.84,70.19
HarborAveUpperNorthBridge,78.82,70.19
HarborAveUpperNorthBridge,78.79,70.17
HarborAveUpperNorthBridge,78.77,70.12
HarborAveUpperNorthBridge,78.74,70.08
SpokaneSwingBridge,78.33,69.99
SpokaneSwingBridge,78.32,69.92
SpokaneSwingBridge,78.28,69.88
SpokaneSwingBridge,78.27,69.79
SpokaneSwingBridge,78.24,69.72
SpokaneSwingBridge,78.21,69.65
SpokaneSwingBridge,78.18,69.62
SpokaneSwingBridge,78.16,69.58
SpokaneSwingBridge,78.13,69.53
SpokaneSwingBridge,78.1,69.49
SpokaneSwingBridge,78.07,69.42
SpokaneSwingBridge,78.04,69.31
SpokaneSwingBridge,78.02,69.2
SpokaneSwingBridge,77.99,69.13
SpokaneSwingBridge,77.97,69
RooseveltWay_NE80thSt,76.6,76.6
RooseveltWay_NE80thSt,76.59,76.59
RooseveltWay_NE80thSt,76.59,76.59
RooseveltWay_NE80thSt,76.59,76.59
RooseveltWay_NE80thSt,76.57,76.57
RooseveltWay_NE80thSt,76.56,76.56
RooseveltWay_NE80thSt,76.55,76.55
RooseveltWay_NE80thSt,76.54,76.54
RooseveltWay_NE80thSt,76.54,76.54
RooseveltWay_NE80thSt,76.53,76.53
RooseveltWay_NE80thSt,76.5,76.5
RooseveltWay_NE80thSt,76.49,76.49
RooseveltWay_NE80thSt,76.47,76.47
RooseveltWay_NE80thSt,76.44,76.44
RooseveltWay_NE80thSt,76.43,76.43
MagnoliaBridge,76.55,67.4
MagnoliaBridge,76.53,67.34
MagnoliaBridge,76.51,67.25
MagnoliaBridge,76.48,67.18
MagnoliaBridge,76.48,67.12
MagnoliaBridge,76.43,67.06
MagnoliaBridge,76.42,67
MagnoliaBridge,76.37,66.94
MagnoliaBridge,76.37,66.92
MagnoliaBridge,76.32,66.89
MagnoliaBridge,76.32,66.88
MagnoliaBridge,76.29,66.88
MagnoliaBridge,76.27,66.88
MagnoliaBridge,76.26,66.89
MagnoliaBridge,76.22,66.88
SpokaneSwingBridge,93.4,80.7
SpokaneSwingBridge,93.4,80.6
SpokaneSwingBridge,93.3,80.6
SpokaneSwingBridge,93.3,80.5
SpokaneSwingBridge,93.2,80.5
SpokaneSwingBridge,93.1,80.4
SpokaneSwingBridge,93.1,80.5
